Waktu,Inference Time,Jarak YOLO,Jarak MediaPipe,Arah
2024-09-12 19:05:45,0.0,1.1707232267037553,0.4930435866654797,Stop
2024-09-12 19:05:45,0.0,1.1690972222222222,0.5962973434872383,Stop
2024-09-12 19:05:45,0.0,1.1690972222222222,0.596730124154166,Stop
2024-09-12 19:05:45,0.0,1.1723537604456824,0.5915923820367595,Stop
2024-09-12 19:05:45,0.0,1.1723537604456824,0.5916708981379893,Stop
2024-09-12 19:05:45,0.0,1.1723537604456824,0.6272279145323557,Stop
2024-09-12 19:05:46,0.0,1.1707232267037553,0.6546005300799427,Stop
2024-09-12 19:05:46,0.0,1.1707232267037553,0.6673676365587555,Stop
2024-09-12 19:05:46,0.0,1.1690972222222222,0.7059704040921115,Stop
2024-09-12 19:05:46,0.0,1.1690972222222222,0.7275599014342777,Stop
2024-09-12 19:05:46,0.0,1.1690972222222222,0.7159615911019048,Stop
2024-09-12 19:05:46,0.0,1.1690972222222222,0.7417283617709226,Stop
2024-09-12 19:05:46,0.0,1.1690972222222222,0.7426619746682195,Stop
2024-09-12 19:05:46,0.0,1.1690972222222222,0.8273783309676419,Stop
2024-09-12 19:05:46,0.0,1.1690972222222222,0.8297987060391472,Stop
2024-09-12 19:05:46,0.0,1.1690972222222222,0.8083218326827106,Stop
2024-09-12 19:05:46,0.0,1.1707232267037553,0.8574570996868918,Stop
2024-09-12 19:05:46,0.0,1.1756284916201118,0.8667869526697445,Stop
2024-09-12 19:05:46,0.0,1.1756284916201118,0.8865385908026014,Stop
2024-09-12 19:05:46,0.0,1.1872355430183357,0.8907221022327103,Stop
2024-09-12 19:05:46,0.0,1.2306286549707601,0.906286159681846,Stop
2024-09-12 19:05:46,0.0,1.2415191740412979,0.9209389111216952,Stop
2024-09-12 19:05:46,0.0,1.2488872403560831,0.9398718504951273,Stop
2024-09-12 19:05:47,0.0,1.2696078431372548,0.9385894993677673,Stop
2024-09-12 19:05:47,0.0,1.2696078431372548,0.9461133474010052,Stop
2024-09-12 19:05:47,0.0,1.3235062893081762,0.9950941173046247,Stop
2024-09-12 19:05:47,0.0,1.3235062893081762,0.9705033966040627,Stop
2024-09-12 19:05:47,0.0,1.3446485623003195,0.984669262697919,Stop
2024-09-12 19:05:47,0.0,1.3532958199356913,1.0953820442394333,Maju
2024-09-12 19:05:47,0.0,1.3532958199356913,1.094302400068987,Maju
2024-09-12 19:05:47,0.0,1.3489583333333335,1.0995863389624105,Maju
2024-09-12 19:05:47,0.0,1.351123595505618,1.0895646346477343,Maju
2024-09-12 19:05:47,0.0,1.351123595505618,1.0875793016576532,Maju
2024-09-12 19:05:47,0.0,1.3468,1.0883491019178573,Maju
2024-09-12 19:05:47,0.0009975433349609375,1.3425039872408293,1.0822978287460652,Maju
2024-09-12 19:05:47,0.0,1.329778830963665,1.077508382545001,Maju
2024-09-12 19:05:47,0.0,1.3255905511811021,1.068591768415766,Maju
2024-09-12 19:05:47,0.0,1.3090979782270606,1.0658117238966427,Maju
2024-09-12 19:05:48,0.0,1.315234375,1.0617988553234359,Maju
2024-09-12 19:05:48,0.0,1.3235062893081762,1.055831534494517,Maju
2024-09-12 19:05:48,0.0009996891021728516,1.3235062893081762,1.052087728603878,Maju
2024-09-12 19:05:48,0.0,1.3235062893081762,1.051459735871195,Maju
2024-09-12 19:05:48,0.0,1.329778830963665,1.0286768686379224,Maju
2024-09-12 19:05:48,0.0009522438049316406,1.3276813880126184,1.0099663204036862,Maju
2024-09-12 19:05:48,0.0,1.3361111111111112,1.002503798519445,Maju
2024-09-12 19:05:48,0.0009975433349609375,1.338235294117647,0.9926595957447757,Stop
2024-09-12 19:05:48,0.0,1.3425039872408293,1.007046485140635,Maju
2024-09-12 19:05:48,0.0,1.338235294117647,1.0141757635241064,Maju
2024-09-12 19:05:48,0.0,1.3425039872408293,1.023840356809341,Maju
2024-09-12 19:05:48,0.0,1.329778830963665,1.0471761280240013,Maju
2024-09-12 19:05:48,0.0,1.338235294117647,1.0587480121913386,Maju
2024-09-12 19:05:48,0.0,1.338235294117647,1.0522969254517187,Maju
2024-09-12 19:05:48,0.0009894371032714844,1.3111370716510904,1.0437039515711708,Maju
2024-09-12 19:05:48,0.0,1.3489583333333335,1.0405139742031768,Maju
2024-09-12 19:05:49,0.0,1.351123595505618,1.0366403755294875,Maju
2024-09-12 19:05:49,0.0,1.3489583333333335,1.0394180016564856,Maju
2024-09-12 19:05:49,0.0,1.3489583333333335,1.0600379359431875,Maju
2024-09-12 19:05:49,0.0,1.3425039872408293,1.0672219497360522,Maju
2024-09-12 19:05:49,0.001016378402709961,1.3446485623003195,1.064395363753362,Maju
2024-09-12 19:05:49,0.0,1.3446485623003195,1.0569656046223426,Maju
2024-09-12 19:05:49,0.000997304916381836,1.351123595505618,1.056317434640039,Maju
2024-09-12 19:05:49,0.0,1.351123595505618,1.0567871625555987,Maju
2024-09-12 19:05:49,0.0,1.3446485623003195,1.0530023580736239,Maju
2024-09-12 19:05:49,0.0,1.351123595505618,1.0523701786827027,Maju
2024-09-12 19:05:49,0.0,1.3489583333333335,1.052104758944908,Maju
2024-09-12 19:05:49,0.0,1.3532958199356913,1.0510193274068453,Maju
2024-09-12 19:05:49,0.0,1.355475040257649,1.0504364735504006,Maju
2024-09-12 19:05:49,0.0,1.355475040257649,1.0511072830139219,Maju
2024-09-12 19:05:49,0.0,1.359854604200323,1.0567254208932346,Maju
2024-09-12 19:05:49,0.0,1.364262560777958,1.06078312829293,Maju
2024-09-12 19:05:50,0.0,1.364262560777958,1.065491918213166,Maju
2024-09-12 19:05:50,0.0,1.3664772727272727,1.0636974730044462,Maju
2024-09-12 19:05:50,0.0,1.3686991869918699,1.0632203445611377,Maju
2024-09-12 19:05:50,0.0,1.370928338762215,1.0637948320151391,Maju
2024-09-12 19:05:50,0.0,1.370928338762215,1.067249445397829,Maju
2024-09-12 19:05:50,0.0,1.3686991869918699,1.066372404289265,Maju
2024-09-12 19:05:50,0.0,1.3664772727272727,1.06290757271008,Maju
2024-09-12 19:05:50,0.0,1.364262560777958,1.0553356488690855,Maju
2024-09-12 19:05:50,0.0,1.3576612903225809,1.055258587773694,Maju
2024-09-12 19:05:50,0.0,1.3532958199356913,1.0598799332385673,Maju
2024-09-12 19:05:50,0.0,1.351123595505618,1.0784808163235176,Maju
2024-09-12 19:05:50,0.0,1.3489583333333335,1.0891264381098003,Maju
2024-09-12 19:05:50,0.0,1.351123595505618,1.093397921762992,Maju
2024-09-12 19:05:50,0.0,1.370928338762215,1.0864495099391591,Maju
2024-09-12 19:05:50,0.0,1.3799180327868854,1.0850361130577781,Maju
2024-09-12 19:05:50,0.0,1.3867380560131795,1.0808698013698628,Maju
2024-09-12 19:05:50,0.0010044574737548828,1.3867380560131795,1.0804376840300498,Maju
2024-09-12 19:05:51,0.0,1.3959369817578773,1.0809401795147768,Maju
2024-09-12 19:05:51,0.0,1.4170875420875422,1.0991485944308532,Maju
2024-09-12 19:05:51,0.0,1.421875,1.1107311100216004,Maju
2024-09-12 19:05:51,0.0,1.4242808798646363,1.1262543970948096,Maju
2024-09-12 19:05:51,0.0,1.4413527397260273,1.1402139531673963,Maju
2024-09-12 19:05:51,0.0,1.4613715277777777,1.1752653527974963,Maju
2024-09-12 19:05:51,0.0,1.4977758007117439,1.2310496413550844,Maju
2024-09-12 19:05:51,0.0,1.5004456327985738,1.257554727367232,Maju
2024-09-12 19:05:51,0.0,1.5085125448028673,1.2894015908226109,Maju
2024-09-12 19:05:51,0.0,1.5332422586520948,1.329888562856096,Maju
2024-09-12 19:05:51,0.0,1.5416666666666665,1.2724368442294984,Maju
2024-09-12 19:05:51,0.0,1.5444954128440367,1.2676770172593614,Maju
2024-09-12 19:05:51,0.0,1.5501841620626151,1.2521215757136963,Maju
2024-09-12 19:05:51,0.0,1.5559149722735675,1.2680007181325281,Maju
2024-09-12 19:05:51,0.0,1.5587962962962962,1.276046550203602,Maju
2024-09-12 19:05:51,0.0,1.5473345588235292,1.272502887609919,Maju
2024-09-12 19:05:51,0.0,1.5473345588235292,1.2767683544071908,Maju
2024-09-12 19:05:52,0.0,1.5444954128440367,1.2937029032475427,Maju
2024-09-12 19:05:52,0.0,1.5388482632541132,1.2829231580618192,Maju
2024-09-12 19:05:52,0.0,1.5501841620626151,1.2852135999888417,Maju
2024-09-12 19:05:52,0.0,1.5501841620626151,1.3014623969340726,Maju
2024-09-12 19:05:52,0.0,1.5501841620626151,1.2786928972587845,Maju
2024-09-12 19:05:52,0.0,1.5360401459854014,1.2677079802965046,Maju
2024-09-12 19:05:52,0.0,1.5388482632541132,1.2605706535266084,Maju
2024-09-12 19:05:52,0.0,1.5559149722735675,1.2472989966116543,Maju
2024-09-12 19:05:52,0.0,1.5616883116883116,1.2468054636412862,Maju
2024-09-12 19:05:52,0.0,1.5645910780669146,1.2508182880316434,Maju
2024-09-12 19:05:52,0.0,1.579268292682927,1.2538279217881187,Maju
2024-09-12 19:05:52,0.0009975433349609375,1.585216572504708,1.2569312578205474,Maju
2024-09-12 19:05:52,0.0,1.5882075471698114,1.278300464479449,Maju
2024-09-12 19:05:52,0.0,1.5972485768500948,1.287308522517652,Maju
2024-09-12 19:05:52,0.0,1.6002851711026616,1.2905175201800156,Maju
2024-09-12 19:05:52,0.0,1.6002851711026616,1.2911535610094869,Maju
2024-09-12 19:05:53,0.0,1.6033333333333335,1.289180350259875,Maju
2024-09-12 19:05:53,0.0,1.6094646271510515,1.292782653207123,Maju
2024-09-12 19:05:53,0.0,1.6094646271510515,1.2917175124590428,Maju
2024-09-12 19:05:53,0.0,1.6156429942418427,1.291949255146724,Maju
2024-09-12 19:05:53,0.0,1.6156429942418427,1.2927250797738452,Maju
2024-09-12 19:05:53,0.0,1.61875,1.2962069319425313,Maju
2024-09-12 19:05:53,0.0,1.6156429942418427,1.2976931807994807,Maju
2024-09-12 19:05:53,0.0,1.61875,1.3001616301537848,Maju
2024-09-12 19:05:53,0.0,1.61875,1.299878798454125,Maju
2024-09-12 19:05:53,0.0,1.6063931297709921,1.2966036034452095,Maju
2024-09-12 19:05:53,0.0,1.6063931297709921,1.2945760879322528,Maju
2024-09-12 19:05:53,0.0,1.6033333333333335,1.2912401179930109,Maju
2024-09-12 19:05:53,0.0,1.6033333333333335,1.2904278735722277,Maju
2024-09-12 19:05:53,0.0,1.6033333333333335,1.2901298841361366,Maju
2024-09-12 19:05:53,0.0,1.6033333333333335,1.2870013804896276,Maju
2024-09-12 19:05:53,0.0,1.6033333333333335,1.285730798474406,Maju
2024-09-12 19:05:53,0.0,1.6002851711026616,1.2831613947317078,Maju
2024-09-12 19:05:54,0.0,1.6002851711026616,1.275222131955135,Maju
2024-09-12 19:05:54,0.0,1.5972485768500948,1.265625595718909,Maju
2024-09-12 19:05:54,0.0,1.594223484848485,1.2636824719427882,Maju
2024-09-12 19:05:54,0.0,1.594223484848485,1.2593185746006699,Maju
2024-09-12 19:05:54,0.0,1.5882075471698114,1.2574781014142542,Maju
2024-09-12 19:05:54,0.0,1.585216572504708,1.253657917129085,Maju
2024-09-12 19:05:54,0.0,1.585216572504708,1.2533236543620236,Maju
2024-09-12 19:05:54,0.0,1.579268292682927,1.2539397942779438,Maju
2024-09-12 19:05:54,0.000997781753540039,1.579268292682927,1.25433878823199,Maju
2024-09-12 19:05:54,0.000997781753540039,1.5733644859813083,1.2564177826775549,Maju
2024-09-12 19:05:54,0.0,1.570429104477612,1.2484271839677943,Maju
2024-09-12 19:05:54,0.0,1.5675046554934824,1.2461210975496209,Maju
2024-09-12 19:05:54,0.0,1.5501841620626151,1.240271226193836,Maju
2024-09-12 19:05:54,0.0,1.5444954128440367,1.2345780494387593,Maju
2024-09-12 19:05:54,0.0,1.524909420289855,1.2413902160594168,Maju
2024-09-12 19:05:54,0.0,1.5221518987341773,1.2531274496962652,Maju
2024-09-12 19:05:55,0.000997304916381836,1.5166666666666666,1.2570290722569193,Maju
2024-09-12 19:05:55,0.0,1.5139388489208634,1.2542644407066335,Maju
2024-09-12 19:05:55,0.0009663105010986328,1.5085125448028673,1.2693351419113759,Maju
2024-09-12 19:05:55,0.0,1.5085125448028673,1.2671060319749712,Maju
2024-09-12 19:05:55,0.0,1.5085125448028673,1.2603890214481381,Maju
2024-09-12 19:05:55,0.0,1.5085125448028673,1.2597081838298134,Maju
2024-09-12 19:05:55,0.0,1.5112208258527826,1.2586302444756245,Maju
2024-09-12 19:05:55,0.0,1.5112208258527826,1.2578236265885032,Maju
2024-09-12 19:05:55,0.0,1.5112208258527826,1.255873199553188,Maju
2024-09-12 19:05:55,0.0,1.5112208258527826,1.2550523387366113,Maju
2024-09-12 19:05:55,0.0,1.505813953488372,1.2563498060279885,Maju
2024-09-12 19:05:55,0.0009968280792236328,1.503125,1.2572051968102607,Maju
2024-09-12 19:05:55,0.0,1.505813953488372,1.2572875333790314,Maju
2024-09-12 19:05:55,0.0,1.505813953488372,1.2632754817235072,Maju
2024-09-12 19:05:55,0.0,1.5085125448028673,1.260624627071548,Maju
2024-09-12 19:05:55,0.0,1.505813953488372,1.269340945144418,Maju
2024-09-12 19:05:55,0.0,1.505813953488372,1.2767093676689922,Maju
2024-09-12 19:05:56,0.0009980201721191406,1.5085125448028673,1.2663714538031856,Maju
2024-09-12 19:05:56,0.0,1.505813953488372,1.2589526045565267,Maju
2024-09-12 19:05:56,0.0,1.505813953488372,1.2575136048070792,Maju
2024-09-12 19:05:56,0.0,1.503125,1.2574432289015034,Maju
2024-09-12 19:05:56,0.0,1.503125,1.245461427510146,Maju
2024-09-12 19:05:56,0.0,1.505813953488372,1.2479159351956972,Maju
2024-09-12 19:05:56,0.0010008811950683594,1.5085125448028673,1.2501954742248182,Maju
2024-09-12 19:05:56,0.0,1.5139388489208634,1.2535017193595177,Maju
2024-09-12 19:05:56,0.0,1.5139388489208634,1.2539989522840445,Maju
2024-09-12 19:05:56,0.0,1.5166666666666666,1.2512727711568228,Maju
2024-09-12 19:05:56,0.0,1.5332422586520948,1.2531735726882158,Maju
2024-09-12 19:05:56,0.0,1.5388482632541132,1.2577268553467171,Maju
2024-09-12 19:05:56,0.0,1.5360401459854014,1.2598549319967243,Maju
2024-09-12 19:05:56,0.0,1.5332422586520948,1.2631589292338405,Maju
2024-09-12 19:05:56,0.0,1.5276769509981853,1.2633317371537682,Maju
2024-09-12 19:05:56,0.0009963512420654297,1.5112208258527826,1.2628722722147856,Maju
2024-09-12 19:05:57,0.0,1.503125,1.261283990179243,Maju
2024-09-12 19:05:57,0.0,1.503125,1.2618287527200025,Maju
2024-09-12 19:05:57,0.0,1.5004456327985738,1.253791079043069,Maju
2024-09-12 19:05:57,0.0,1.4951154529307282,1.2541821800522102,Maju
2024-09-12 19:05:57,0.0,1.4793497363796135,1.253525343536043,Maju
2024-09-12 19:05:57,0.0,1.4767543859649124,1.268476166956909,Maju
